Store,Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,23,17:45 - 17:59,Cashier,119.66,23,5.2,23,5.2,23,5.2,1.0,1.0
,,,23,18:00 - 18:14,Cashier,3.35,1,3.35,1,3.35,1,3.35,1.0,1.0
,,,23,---,---,3411.28,505,6.76,503,6.78,505,6.76,1.0,1.0
,,,24,07:00 - 07:14,Cashier,2.45,1,2.45,1,2.45,1,2.45,1.0,1.0
,,,24,07:15 - 07:29,Cashier,2.49,1,2.49,1,2.49,1,2.49,1.0,1.0
,,,24,07:30 - 07:44,Cashier,2.99,1,2.99,1,2.99,1,2.99,1.0,1.0
,,,24,07:45 - 07:59,Cashier,5.4,2,2.7,2,2.7,2,2.7,1.0,1.0
,,,24,08:00 - 08:14,Cashier,30.58,6,5.1,6,5.1,6,5.1,1.0,1.0
,,,24,08:15 - 08:29,Cashier,37.75,7,5.39,7,5.39,7,5.39,1.0,1.0
,,,24,08:30 - 08:44,Cashier,25.15,5,5.03,5,5.03,5,5.03,1.0,1.0
,,,24,08:45 - 08:59,Cashier,25.53,6,4.25,6,4.25,6,4.25,1.0,1.0
,,,24,09:00 - 09:14,Cashier,64.96,10,6.5,10,6.5,10,6.5,1.0,1.0
,,,24,09:15 - 09:29,Cashier,106.29,19,5.59,19,5.59,19,5.59,1.0,1.0
,,,24,09:30 - 09:44,Cashier,42.33,8,5.29,8,5.29,8,5.29,1.0,1.0
,,,24,09:45 - 09:59,Cashier,38.44,9,4.27,9,4.27,9,4.27,1.0,1.0
,,,24,10:00 - 10:14,Cashier,76.42,14,5.46,14,5.46,14,5.46,1.0,1.0
,,,24,10:15 - 10:29,Cashier,147.3,24,6.14,24,6.14,24,6.14,1.0,1.0
,,,24,10:30 - 10:44,Cashier,94.44,14,6.75,14,6.75,14,6.75,1.0,1.0
,,,24,10:30 - 10:44,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,24,10:30 - 10:44,---,102.43,15,6.83,15,6.83,15,6.83,1.0,1.0
,,,24,10:45 - 10:59,Cashier,46.51,7,6.64,7,6.64,7,6.64,1.0,1.0
,,,24,11:00 - 11:14,Cashier,54.13,10,5.41,10,5.41,10,5.41,1.0,1.0
,,,24,11:15 - 11:29,Cashier,64.17,10,6.42,10,6.42,10,6.42,1.0,1.0
,,,24,11:15 - 11:29,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,24,11:15 - 11:29,---,72.16,11,6.56,11,6.56,11,6.56,1.0,1.0
,,,24,11:30 - 11:44,Cashier,68.94,16,4.31,16,4.31,16,4.31,1.0,1.0
,,,24,11:45 - 11:59,Cashier,81.28,9,9.03,9,9.03,9,9.03,1.0,1.0
,,,24,12:00 - 12:14,Cashier,132.01,21,6.29,21,6.29,21,6.29,1.0,1.0
,,,24,12:15 - 12:29,Cashier,213.93,26,8.23,26,8.23,26,8.23,1.0,1.0
,,,24,12:30 - 12:44,Cashier,177.35,24,7.39,24,7.39,24,7.39,1.0,1.0
,,,24,12:30 - 12:44,Tab,7.5,1,7.5,1,7.5,1,7.5,1.0,1.0
,,,24,12:30 - 12:44,---,184.85,25,7.39,25,7.39,25,7.39,1.0,1.0
,,,24,12:45 - 12:59,Cashier,111.47,15,7.43,15,7.43,15,7.43,1.0,1.0
,,,24,13:00 - 13:14,Cashier,123.42,18,6.86,18,6.86,18,6.86,1.0,1.0
,,,24,13:15 - 13:29,Cashier,175.44,26,6.75,26,6.75,26,6.75,1.0,1.0
,,,24,13:30 - 13:44,Cashier,42.55,7,6.08,7,6.08,7,6.08,1.0,1.0
,,,24,13:45 - 13:59,Cashier,68.9,10,6.89,10,6.89,10,6.89,1.0,1.0
,,,24,14:00 - 14:14,Cashier,32.34,7,4.62,7,4.62,7,4.62,1.0,1.0
,,,24,14:15 - 14:29,Cashier,84.83,16,5.3,16,5.3,16,5.3,1.0,1.0
,,,24,14:30 - 14:44,Cashier,166.3,23,7.23,23,7.23,23,7.23,1.0,1.0
,,,24,14:45 - 14:59,Cashier,135.3,18,7.52,18,7.52,18,7.52,1.0,1.0
,,,24,15:00 - 15:14,Cashier,121.38,19,6.39,19,6.39,19,6.39,1.0,1.0
,,,24,15:15 - 15:29,Cashier,113.07,22,5.14,22,5.14,22,5.14,1.0,1.0
,,,24,15:15 - 15:29,Tab,8.49,1,8.49,1,8.49,1,8.49,1.0,1.0
,,,24,15:15 - 15:29,---,121.56,23,5.29,23,5.29,23,5.29,1.0,1.0
,,,24,15:30 - 15:44,Cashier,53.91,11,4.9,11,4.9,11,4.9,1.0,1.0
,,,24,15:45 - 15:59,Cashier,68.08,12,5.67,12,5.67,12,5.67,1.0,1.0
,,,24,16:00 - 16:14,Cashier,44.05,7,6.29,7,6.29,7,6.29,1.0,1.0
,,,24,16:15 - 16:29,Cashier,113.15,16,7.07,16,7.07,16,7.07,1.0,1.0
